OWCP MEDICAL FEE SCHEDULE - EFFECTIVE
Table of RVU & Conversion Factor values by CPT/HCPCS Codes
Effective Date: June 30, 2020
Last Update: June 30, 2020
Pay Status: B=Bundled (Non-ASC providers); C=Covered; D = Not Payable by DOL; R=Suspend for Review; S = Suspend for Review




Table of RVU & Conversion Factor values by CPT/HCPCS Codes
      CPT                                               NON-FACILITY   FACILITY
      ADA                       PAY          WORK            PE           PE      MPE    GLOBAL   CONVERSION              SHORT DESCRIPTION
L3380   C    59.17    0.00   0.00   0.00   XXX   1.25   Shoe Clubfoot Wedge
L3390   C    59.17    0.00   0.00   0.00   XXX   1.25   Shoe Outflare Wedge
L3400   C    48.57    0.00   0.00   0.00   XXX   1.25   Shoe Metatarsal Bar Wedge Ro
L3410   C   110.79    0.00   0.00   0.00   XXX   1.25   Shoe Metatarsal Bar Between
L3420   C    65.26    0.00   0.00   0.00   XXX   1.25   Full Sole/Heel Wedge Btween
L3430   C   191.22    0.00   0.00   0.00   XXX   1.25   Sho Heel Count Plast Reinfor
L3440   C    91.07    0.00   0.00   0.00   XXX   1.25   Heel Leather Reinforced
L3450   C   125.95    0.00   0.00   0.00   XXX   1.25   Shoe Heel Sach Cushion Type
L3455   C    48.57    0.00   0.00   0.00   XXX   1.25   Shoe Heel New Leather Standa
L3460   C    40.96    0.00   0.00   0.00   XXX   1.25   Shoe Heel New Rubber Standar
L3465   C    69.81    0.00   0.00   0.00   XXX   1.25   Shoe Heel Thomas With Wedge
L3470   C    74.36    0.00   0.00   0.00   XXX   1.25   Shoe Heel Thomas Extend To B
L3480   C    74.36    0.00   0.00   0.00   XXX   1.25   Shoe Heel Pad & Depress For
L3485   C    28.53    0.00   0.00   0.00   XXX   1.25   Shoe Heel Pad Removable For
L3500   C    34.91    0.00   0.00   0.00   XXX   1.25   Ortho Shoe Add Leather Insol
L3510   C    37.93    0.00   0.00   0.00   XXX   1.25   Orthopedic Shoe Add Rub Insl
L3520   C    37.93    0.00   0.00   0.00   XXX   1.25   O Shoe Add Felt W Leath Insl
L3530   C    60.72    0.00   0.00   0.00   XXX   1.25   Ortho Shoe Add Half Sole
L3540   C    10.63    0.00   0.00   0.00   XXX   1.25   Ortho Shoe Add Full Sole
L3550   C    27.31    0.00   0.00   0.00   XXX   1.25   O Shoe Add Standard Toe Tap
L3560   C   101.70    0.00   0.00   0.00   XXX   1.25   O Shoe Add Horseshoe Toe Tap
L3570   C    77.40    0.00   0.00   0.00   XXX   1.25   O Shoe Add Instep Extension
L3580   C    63.74    0.00   0.00   0.00   XXX   1.25   O Shoe Add Instep Velcro Clo
L3590   C    63.74    0.00   0.00   0.00   XXX   1.25   O Shoe Convert To Sof Counte
L3595   C    50.06    0.00   0.00   0.00   XXX   1.25   Ortho Shoe Add March Bar
L3600   C    91.07    0.00   0.00   0.00   XXX   1.25   Trans Shoe Calip Plate Exist
L3610   C   119.89    0.00   0.00   0.00   XXX   1.25   Trans Shoe Caliper Plate New
L3620   C    91.07    0.00   0.00   0.00   XXX   1.25   Trans Shoe Solid Stirrup Exi
L3630   C   119.89    0.00   0.00   0.00   XXX   1.25   Trans Shoe Solid Stirrup New
L3640   C    51.59    0.00   0.00   0.00   XXX   1.25   Shoe Dennis Browne Splint Bo
L3649   R    0.00     0.00   0.00   0.00   XXX   0.00   Orthopedic Shoe Modifica Nos
L3650   C    72.49    0.00   0.00   0.00   XXX   1.25   So 8 Abd Restraint Pre Ots
L3660   C   125.62    0.00   0.00   0.00   XXX   1.25   So 8 Ab Rstr Can/Web Pre Ots
L3670   C   138.20    0.00   0.00   0.00   XXX   1.25   So Acro/Clav Can Web Pre Ots
L3671   C   978.54    0.00   0.00   0.00   XXX   1.25   So Cap Design W/O Jnts Cf
L3674   C   1283.68   0.00   0.00   0.00   XXX   1.25   So Airplane W/Wo Joint Cf
L3675   C   190.58    0.00   0.00   0.00   XXX   1.25   So Vest Canvas/Web Pre Ots
L3677   C   218.35    0.00   0.00   0.00   XXX   1.25   So Hard Plas Stabili Pre Cst
L3678   C   181.48    0.00   0.00   0.00   XXX   1.25   So Hard Plas Stabili Pre Ots
L3702   C   310.79    0.00   0.00   0.00   XXX   1.25   Eo W/O Joints Cf
L3710   C   149.74    0.00   0.00   0.00   XXX   1.25   Eo Elas W/Metal Jnts Pre Ots
L3720   C   792.28    0.00   0.00   0.00   XXX   1.25   Forearm/Arm Cuffs Free Motio
L3730   C   1091.92   0.00   0.00   0.00   XXX   1.25   Forearm/Arm Cuffs Ext/Flex A
L3740   C   1294.56   0.00   0.00   0.00   XXX   1.25   Cuffs Adj Lock W/ Active Con
L3760   C   538.24    0.00   0.00   0.00   XXX   1.25   Eo Withjoint, Prefabricated
L3761   C   538.24    0.00   0.00   0.00   XXX   1.25   Eo, Adj Lock Joint Prefab Ot
L3762   C   115.73    0.00   0.00   0.00   XXX   1.25   Eo Rigid W/O Joints Pre Ots
L3763   C   792.35    0.00   0.00   0.00   XXX   1.25   Ewho Rigid W/O Jnts Cf
L3764   C   894.91    0.00   0.00   0.00   XXX   1.25   Ewho W/Joint(S) Cf
L3765   C   1392.50   0.00   0.00   0.00   XXX   1.25   Ewhfo Rigid W/O Jnts Cf
L3766   C   1474.55   0.00   0.00   0.00   XXX   1.25   Ewhfo W/Joint(S) Cf
L3806   C    493.30   0.00   0.00   0.00   XXX   1.25   Whfo W/Joint(S) Custom Fab
L3807   C    271.55   0.00   0.00   0.00   XXX   1.25   Whfo W/O Joints Pre Cst
L3808   C    404.72   0.00   0.00   0.00   XXX   1.25   Whfo, Rigid W/O Joints
L3809   C    271.55   0.00   0.00   0.00   XXX   1.25   Whfo W/O Joints Pre Ots
L3891   C     0.00    0.00   0.00   0.00   XXX   0.00   Torsion Mechanism Wrist/Elbo
L3900   C   1581.46   0.00   0.00   0.00   XXX   1.25   Hinge Extension/Flex Wrist/F
L3901   C   1964.09   0.00   0.00   0.00   XXX   1.25   Hinge Ext/Flex Wrist Finger
L3904   C   3579.13   0.00   0.00   0.00   XXX   1.25   Whfo Electric Custom Fitted
L3905   C   1076.97   0.00   0.00   0.00   XXX   1.25   Who W/Nontorsion Jnt(S) Cf
L3906   C    482.94   0.00   0.00   0.00   XXX   1.25   Who W/O Joints Cf
L3908   C     73.22   0.00   0.00   0.00   XXX   1.25   Who Cock-Up Nonmolde Pre Ots
L3912   C    115.91   0.00   0.00   0.00   XXX   1.25   Hfo Flexion Glove Pre Ots
L3913   C    294.13   0.00   0.00   0.00   XXX   1.25   Hfo W/O Joints Cf
L3915   C    577.28   0.00   0.00   0.00   XXX   1.25   Who Nontorsion Jnts Pre Cst
L3916   C    577.28   0.00   0.00   0.00   XXX   1.25   Who Nontorsion Jnts Pre Ots
L3917   C    114.72   0.00   0.00   0.00   XXX   1.25   Metacarp Fx Orthosis Pre Cst
L3918   C    114.72   0.00   0.00   0.00   XXX   1.25   Metacarp Fx Orthosis Pre Ots
L3919   C    294.13   0.00   0.00   0.00   XXX   1.25   Ho W/O Joints Cf
L3921   C    348.82   0.00   0.00   0.00   XXX   1.25   Hfo W/Joint(S) Cf
L3923   C    106.31   0.00   0.00   0.00   XXX   1.25   Hfo Without Joints Pre Cst
L3924   C    106.31   0.00   0.00   0.00   XXX   1.25   Hfo Without Joints Pre Ots
L3925   C     60.33   0.00   0.00   0.00   XXX   1.25   Fo Pip Dip Jnt/Sprng Pre Ots
L3927   C     37.99   0.00   0.00   0.00   XXX   1.25   Fo Pip Dip No Jt Spr Pre Ots
L3929   C     95.54   0.00   0.00   0.00   XXX   1.25   Hfo Nontorsion Jnts Pre Cst
L3930   C     95.54   0.00   0.00   0.00   XXX   1.25   Hfo Nontorsion Jnts Pre Ots
L3931   C    222.86   0.00   0.00   0.00   XXX   1.25   Whfo Nontorsion Joint Prefab
L3933   C    231.70   0.00   0.00   0.00   XXX   1.25   Fo W/O Joints Cf
L3935   C    239.93   0.00   0.00   0.00   XXX   1.25   Fo Nontorsion Joint Cf
L3956   C     0.00    0.00   0.00   0.00   XXX   0.00   Add Joint Upper Ext Orthosis
L3960   C    898.23   0.00   0.00   0.00   XXX   1.25   Sewho Airplan Desig Abdu Pos
L3961   C   1824.58   0.00   0.00   0.00   XXX   1.25   Sewho Cap Design W/O Jnts Cf
L3962   C    876.92   0.00   0.00   0.00   XXX   1.25   Sewho Erbs Palsey Design Abd
L3967   C   2154.21   0.00   0.00   0.00   XXX   1.25   Sewho Airplane W/O Jnts Cf
L3971   C   2044.84   0.00   0.00   0.00   XXX   1.25   Sewho Cap Design W/Jnt(S) Cf
L3973   C   2154.21   0.00   0.00   0.00   XXX   1.25   Sewho Airplane W/Jnt(S) Cf
L3975   C   1824.58   0.00   0.00   0.00   XXX   1.25   Sewhfo Cap Design W/O Jnt Cf
L3976   C   1824.58   0.00   0.00   0.00   XXX   1.25   Sewhfo Airplane W/O Jnts Cf
L3977   C   2044.84   0.00   0.00   0.00   XXX   1.25   Sewhfo Cap Desgn W/Jnt(S) Cf
L3978   C   2154.21   0.00   0.00   0.00   XXX   1.25   Sewhfo Airplane W/Jnt(S) Cf
L3980   C    377.84   0.00   0.00   0.00   XXX   1.25   Up Ext Fx Orthos Humeral Nos
L3981   C   1093.39   0.00   0.00   0.00   XXX   1.25   Ue Fx Orth Shoul Cap Forearm
L3982   C    456.26   0.00   0.00   0.00   XXX   1.25   Upper Ext Fx Orthosis Rad/Ul
L3984   C    420.66   0.00   0.00   0.00   XXX   1.25   Upper Ext Fx Orthosis Wrist
L3995   C     39.96   0.00   0.00   0.00   XXX   1.25   Sock Fracture Or Equal Each
L3999   S     0.00    0.00   0.00   0.00   XXX   0.00   Upper Limb Orthosis, Nos
L4000   C   1592.51   0.00   0.00   0.00   XXX   1.25   Repl Girdle Milwaukee Orth
L4002   C    0.00     0.00   0.00   0.00   XXX   0.00   Replace Strap, Any Orthosis
L4010   C   838.21    0.00   0.00   0.00   XXX   1.25   Replace Trilateral Socket Br
L4020   C   1075.78   0.00   0.00   0.00   XXX   1.25   Replace Quadlat Socket Brim
L4030   C   630.59    0.00   0.00   0.00   XXX   1.25   Replace Socket Brim Cust Fit
L4040   C   509.83    0.00   0.00   0.00   XXX   1.25   Replace Molded Thigh Lacer
L4045   C   409.71    0.00   0.00   0.00   XXX   1.25   Replace Non-Molded Thigh Lac
L4050   C   515.63    0.00   0.00   0.00   XXX   1.25   Replace Molded Calf Lacer
L4055   C   333.89    0.00   0.00   0.00   XXX   1.25   Replace Non-Molded Calf Lace
L4060   C   396.93    0.00   0.00   0.00   XXX   1.25   Replace High Roll Cuff
L4070   C   351.49    0.00   0.00   0.00   XXX   1.25   Replace Prox & Dist Upright
L4080   C   126.33    0.00   0.00   0.00   XXX   1.25   Repl Met Band Kafo-Afo Prox
L4090   C   112.79    0.00   0.00   0.00   XXX   1.25   Repl Met Band Kafo-Afo Calf/
L4100   C   130.28    0.00   0.00   0.00   XXX   1.25   Repl Leath Cuff Kafo Prox Th
L4110   C   105.92    0.00   0.00   0.00   XXX   1.25   Repl Leath Cuff Kafo-Afo Cal
L4130   C   619.66    0.00   0.00   0.00   XXX   1.25   Replace Pretibial Shell
L4205   C   37.23     0.00   0.00   0.00   XXX   1.25   Ortho Dvc Repair, Per 15 Min
L4210   C   33.92     0.00   0.00   0.00   XXX   1.25   Orth Dev, Repair/Repl Minor Parts
L4350   C   111.65    0.00   0.00   0.00   XXX   1.25   Ankle Control Ortho Pre Ots
L4360   C   345.83    0.00   0.00   0.00   XXX   1.25   Pneumat Walking Boot Pre Cst
L4361   C   345.83    0.00   0.00   0.00   XXX   1.25   Pneuma/Vac Walk Boot Pre Ots
L4370   C   235.79    0.00   0.00   0.00   XXX   1.25   Pneum Full Leg Splnt Pre Ots
L4386   C   189.19    0.00   0.00   0.00   XXX   1.25   Non-Pneum Walk Boot Pre Cst
L4387   C   189.19    0.00   0.00   0.00   XXX   1.25   Non-Pneum Walk Boot Pre Ots
L4392   C    28.03    0.00   0.00   0.00   XXX   1.25   Replace Afo Soft Interface
L4394   C    20.45    0.00   0.00   0.00   XXX   1.25   Replace Foot Drop Spint
L4396   C   199.90    0.00   0.00   0.00   XXX   1.25   Static Or Dynami Afo Pre Cst
L4397   C   199.90    0.00   0.00   0.00   XXX   1.25   Static Or Dynami Afo Pre Ots
L4398   C    92.02    0.00   0.00   0.00   XXX   1.25   Foot Drop Splint Pre Ots
L4631   C   1840.32   0.00   0.00   0.00   XXX   1.25   Afo, Walk Boot Type, Cus Fab
L5000   C   672.31    0.00   0.00   0.00   XXX   1.25   Sho Insert W Arch Toe Filler
L5010   C   1619.98   0.00   0.00   0.00   XXX   1.25   Mold Socket Ank Hgt W/ Toe F
L5020   C   2636.99   0.00   0.00   0.00   XXX   1.25   Tibial Tubercle Hgt W/ Toe F
L5050   C   3053.76   0.00   0.00   0.00   XXX   1.25   Ank Symes Mold Sckt Sach Ft
L5060   C   3675.24   0.00   0.00   0.00   XXX   1.25   Symes Met Fr Leath Socket Ar
L5100   C   3092.61   0.00   0.00   0.00   XXX   1.25   Molded Socket Shin Sach Foot
L5105   C   4622.58   0.00   0.00   0.00   XXX   1.25   Plast Socket Jts/Thgh Lacer
L5150   C   4672.79   0.00   0.00   0.00   XXX   1.25   Mold Sckt Ext Knee Shin Sach
L5160   C   5082.50   0.00   0.00   0.00   XXX   1.25   Mold Socket Bent Knee Shin S
L5200   C   4395.73   0.00   0.00   0.00   XXX   1.25   Kne Sing Axis Fric Shin Sach
L5210   C   3228.90   0.00   0.00   0.00   XXX   1.25   No Knee/Ankle Joints W/ Ft B
L5220   C   3670.24   0.00   0.00   0.00   XXX   1.25   No Knee Joint With Artic Ali
L5230   C   5061.98   0.00   0.00   0.00   XXX   1.25   Fem Focal Defic Constant Fri
L5250   C   6904.09   0.00   0.00   0.00   XXX   1.25   Hip Canad Sing Axi Cons Fric
L5270   C   6843.60   0.00   0.00   0.00   XXX   1.25   Tilt Table Locking Hip Sing
L5280   C   6775.17   0.00   0.00   0.00   XXX   1.25   Hemipelvect Canad Sing Axis
L5301   C   3055.19   0.00   0.00   0.00   XXX   1.25   Bk Mold Socket Sach Ft Endo
L5312   C   4389.10   0.00   0.00   0.00   XXX   1.25   Knee Disart, Sach Ft, Endo
L5321   C   4373.42   0.00   0.00   0.00   XXX   1.25   Ak Open End Sach
L5331   C   6188.54   0.00   0.00   0.00   XXX   1.25   Hip Disart Canadian Sach Ft
L5341   C   6724.99   0.00   0.00   0.00   XXX   1.25   Hemipelvectomy Canadian Sach
L5400   C   1601.47   0.00   0.00   0.00   XXX   1.25   Postop Dress & 1 Cast Chg Bk
L5410   C   555.96    0.00   0.00   0.00   XXX   1.25   Postop Dsg Bk Ea Add Cast Ch
L5420   C   2022.59   0.00   0.00   0.00   XXX   1.25   Postop Dsg & 1 Cast Chg Ak/D
L5430   C   669.60    0.00   0.00   0.00   XXX   1.25   Postop Dsg Ak Ea Add Cast Ch
L5450   C   542.11    0.00   0.00   0.00   XXX   1.25   Postop App Non-Wgt Bear Dsg
L5460   C   725.58    0.00   0.00   0.00   XXX   1.25   Postop App Non-Wgt Bear Dsg
L5500   C   1708.98   0.00   0.00   0.00   XXX   1.25   Init Bk Ptb Plaster Direct
L5505   C   2314.40   0.00   0.00   0.00   XXX   1.25   Init Ak Ischal Plstr Direct
L5510   C   1937.24   0.00   0.00   0.00   XXX   1.25   Prep Bk Ptb Plaster Molded
L5520   C   1913.53   0.00   0.00   0.00   XXX   1.25   Perp Bk Ptb Thermopls Direct
L5530   C   2298.33   0.00   0.00   0.00   XXX   1.25   Prep Bk Ptb Thermopls Molded
L5535   C   2256.51   0.00   0.00   0.00   XXX   1.25   Prep Bk Ptb Open End Socket
L5540   C   2408.40   0.00   0.00   0.00   XXX   1.25   Prep Bk Ptb Laminated Socket
L5560   C   2586.21   0.00   0.00   0.00   XXX   1.25   Prep Ak Ischial Plast Molded
L5570   C   2688.74   0.00   0.00   0.00   XXX   1.25   Prep Ak Ischial Direct Form
L5580   C   3138.92   0.00   0.00   0.00   XXX   1.25   Prep Ak Ischial Thermo Mold
L5585   C   3404.53   0.00   0.00   0.00   XXX   1.25   Prep Ak Ischial Open End
L5590   C   3198.77   0.00   0.00   0.00   XXX   1.25   Prep Ak Ischial Laminated
L5595   C   5357.81   0.00   0.00   0.00   XXX   1.25   Hip Disartic Sach Thermopls
L5600   C   5916.64   0.00   0.00   0.00   XXX   1.25   Hip Disart Sach Laminat Mold
L5610   C   2754.94   0.00   0.00   0.00   XXX   1.25   Above Knee Hydracadence
L5611   C   2143.89   0.00   0.00   0.00   XXX   1.25   Ak 4 Bar Link W/Fric Swing
L5613   C   3260.99   0.00   0.00   0.00   XXX   1.25   Ak 4 Bar Ling W/Hydraul Swig
L5614   C   2017.53   0.00   0.00   0.00   XXX   1.25   4-Bar Link Above Knee W/Swng
L5616   C   1807.22   0.00   0.00   0.00   XXX   1.25   Ak Univ Multiplex Sys Frict
L5617   C   673.23    0.00   0.00   0.00   XXX   1.25   Ak/Bk Self-Aligning Unit Ea
L5618   C   374.23    0.00   0.00   0.00   XXX   1.25   Test Socket Symes
L5620   C   369.94    0.00   0.00   0.00   XXX   1.25   Test Socket Below Knee
L5622   C   482.39    0.00   0.00   0.00   XXX   1.25   Test Socket Knee Disarticula
L5624   C   483.76    0.00   0.00   0.00   XXX   1.25   Test Socket Above Knee
L5626   C   634.43    0.00   0.00   0.00   XXX   1.25   Test Socket Hip Disarticulat
L5628   C   642.45    0.00   0.00   0.00   XXX   1.25   Test Socket Hemipelvectomy
L5629   C   422.87    0.00   0.00   0.00   XXX   1.25   Below Knee Acrylic Socket
L5630   C   597.18    0.00   0.00   0.00   XXX   1.25   Syme Typ Expandabl Wall Sckt
L5631   C   584.65    0.00   0.00   0.00   XXX   1.25   Ak/Knee Disartic Acrylic Soc
L5632   C   295.45    0.00   0.00   0.00   XXX   1.25   Symes Type Ptb Brim Design S
L5634   C   404.76    0.00   0.00   0.00   XXX   1.25   Symes Type Poster Opening So
L5636   C   339.05    0.00   0.00   0.00   XXX   1.25   Symes Type Medial Opening So
L5637   C   384.40    0.00   0.00   0.00   XXX   1.25   Below Knee Total Contact
L5638   C   647.57    0.00   0.00   0.00   XXX   1.25   Below Knee Leather Socket
L5639   C   1491.88   0.00   0.00   0.00   XXX   1.25   Below Knee Wood Socket
L5640   C   850.86    0.00   0.00   0.00   XXX   1.25   Knee Disarticulat Leather So
L5642   C   824.42    0.00   0.00   0.00   XXX   1.25   Above Knee Leather Socket
L5643   C   2071.06   0.00   0.00   0.00   XXX   1.25   Hip Flex Inner Socket Ext Fr
L5644   C   785.93    0.00   0.00   0.00   XXX   1.25   Above Knee Wood Socket
L5645   C   1061.70   0.00   0.00   0.00   XXX   1.25   Bk Flex Inner Socket Ext Fra
L5646   C   729.07    0.00   0.00   0.00   XXX   1.25   Below Knee Cushion Socket
L5647   C    1058.47   0.00   0.00   0.00   XXX   1.25   Below Knee Suction Socket
L5648   C    876.06    0.00   0.00   0.00   XXX   1.25   Above Knee Cushion Socket
L5649   C    2533.45   0.00   0.00   0.00   XXX   1.25   Isch Containmt/Narrow M-L So
L5650   C    649.60    0.00   0.00   0.00   XXX   1.25   Tot Contact Ak/Knee Disart S
L5651   C    1597.99   0.00   0.00   0.00   XXX   1.25   Ak Flex Inner Socket Ext Fra
L5652   C    580.13    0.00   0.00   0.00   XXX   1.25   Suction Susp Ak/Knee Disart
L5653   C    774.43    0.00   0.00   0.00   XXX   1.25   Knee Disart Expand Wall Sock
L5654   C    441.30    0.00   0.00   0.00   XXX   1.25   Socket Insert Symes
L5655   C    352.94    0.00   0.00   0.00   XXX   1.25   Socket Insert Below Knee
L5656   C    493.60    0.00   0.00   0.00   XXX   1.25   Socket Insert Knee Articulat
L5658   C    483.81    0.00   0.00   0.00   XXX   1.25   Socket Insert Above Knee
L5661   C    809.75    0.00   0.00   0.00   XXX   1.25   Multi-Durometer Symes
L5665   C    681.32    0.00   0.00   0.00   XXX   1.25   Multi-Durometer Below Knee
L5666   C     93.14    0.00   0.00   0.00   XXX   1.25   Below Knee Cuff Suspension
L5668   C    134.37    0.00   0.00   0.00   XXX   1.25   Bk Molded Distal Cushion
L5670   C    361.07    0.00   0.00   0.00   XXX   1.25   Bk Molded Supracondylar Susp
L5671   C    661.88    0.00   0.00   0.00   XXX   1.25   Bk/Ak Locking Mechanism
L5672   C    396.78    0.00   0.00   0.00   XXX   1.25   Bk Removable Medial Brim Sus
L5673   C    889.15    0.00   0.00   0.00   XXX   1.25   Socket Insert W Lock Mech
L5676   C    482.19    0.00   0.00   0.00   XXX   1.25   Bk Knee Joints Single Axis P
L5677   C    656.08    0.00   0.00   0.00   XXX   1.25   Bk Knee Joints Polycentric P
L5678   C     52.83    0.00   0.00   0.00   XXX   1.25   Bk Joint Covers Pair
L5679   C    740.94    0.00   0.00   0.00   XXX   1.25   Socket Insert W/O Lock Mech
L5680   C    405.01    0.00   0.00   0.00   XXX   1.25   Bk Thigh Lacer Non-Molded
L5681   C    1573.08   0.00   0.00   0.00   XXX   1.25   Intl Custm Cong/Latyp Insert
L5682   C    832.16    0.00   0.00   0.00   XXX   1.25   Bk Thigh Lacer Glut/Ischia M
L5683   C    1573.08   0.00   0.00   0.00   XXX   1.25   Initial Custom Socket Insert
L5684   C     64.04    0.00   0.00   0.00   XXX   1.25   Bk Fork Strap
L5685   C    153.14    0.00   0.00   0.00   XXX   1.25   Below Knee Sus/Seal Sleeve
L5686   C     67.98    0.00   0.00   0.00   XXX   1.25   Bk Back Check
L5688   C     81.28    0.00   0.00   0.00   XXX   1.25   Bk Waist Belt Webbing
L5690   C    130.21    0.00   0.00   0.00   XXX   1.25   Bk Waist Belt Padded And Lin
L5692   C    176.81    0.00   0.00   0.00   XXX   1.25   Ak Pelvic Control Belt Light
L5694   C    241.40    0.00   0.00   0.00   XXX   1.25   Ak Pelvic Control Belt Pad/L
L5695   C    217.00    0.00   0.00   0.00   XXX   1.25   Ak Sleeve Susp Neoprene/Equa
L5696   C    246.19    0.00   0.00   0.00   XXX   1.25   Ak/Knee Disartic Pelvic Join
L5697   C    106.82    0.00   0.00   0.00   XXX   1.25   Ak/Knee Disartic Pelvic Band
L5698   C    138.80    0.00   0.00   0.00   XXX   1.25   Ak/Knee Disartic Silesian Ba
L5699   C    248.10    0.00   0.00   0.00   XXX   1.25   Shoulder Harness
L5700   C    3644.02   0.00   0.00   0.00   XXX   1.25   Replace Socket Below Knee
L5701   C    4524.35   0.00   0.00   0.00   XXX   1.25   Replace Socket Above Knee
L5702   C    5781.16   0.00   0.00   0.00   XXX   1.25   Replace Socket Hip
L5703   C    2783.52   0.00   0.00   0.00   XXX   1.25   Symes Ankle W/O (Sach) Foot
L5704   C    700.65    0.00   0.00   0.00   XXX   1.25   Custom Shape Cover Bk
L5705   C    1236.07   0.00   0.00   0.00   XXX   1.25   Custom Shape Cover Ak
L5706   C    1212.68   0.00   0.00   0.00   XXX   1.25   Custom Shape Cvr Knee Disart
L5707   C    1646.07   0.00   0.00   0.00   XXX   1.25   Custom Shape Cvr Hip Disart
L5710   C    478.58    0.00   0.00   0.00   XXX   1.25   Kne-Shin Exo Sng Axi Mnl Loc
L5711   C    694.81    0.00   0.00   0.00   XXX   1.25   Knee-Shin Exo Mnl Lock Ultra
L5712   C    573.37    0.00   0.00   0.00   XXX   1.25   Knee-Shin Exo Frict Swg & St
L5714   C    556.57    0.00   0.00   0.00   XXX   1.25   Knee-Shin Exo Variable Frict
L5716   C    969.82    0.00   0.00   0.00   XXX   1.25   Knee-Shin Exo Mech Stance Ph
L5718   C    1212.18   0.00   0.00   0.00   XXX   1.25   Knee-Shin Exo Frct Swg & Sta
L5722   C    1201.40   0.00   0.00   0.00   XXX   1.25   Knee-Shin Pneum Swg Frct Exo
L5724   C    2008.49   0.00   0.00   0.00   XXX   1.25   Knee-Shin Exo Fluid Swing Ph
L5726   C    2314.73   0.00   0.00   0.00   XXX   1.25   Knee-Shin Ext Jnts Fld Swg E
L5728   C    3166.25   0.00   0.00   0.00   XXX   1.25   Knee-Shin Fluid Swg & Stance
L5780   C    1523.46   0.00   0.00   0.00   XXX   1.25   Knee-Shin Pneum/Hydra Pneum
L5781   C    4783.81   0.00   0.00   0.00   XXX   1.25   Lower Limb Pros Vacuum Pump
L5782   C    5043.21   0.00   0.00   0.00   XXX   1.25   Hd Low Limb Pros Vacuum Pump
L5785   C    691.33    0.00   0.00   0.00   XXX   1.25   Exoskeletal Bk Ultralt Mater
L5790   C    956.76    0.00   0.00   0.00   XXX   1.25   Exoskeletal Ak Ultra-Light M
L5795   C    1428.69   0.00   0.00   0.00   XXX   1.25   Exoskel Hip Ultra-Light Mate
L5810   C    647.84    0.00   0.00   0.00   XXX   1.25   Endoskel Knee-Shin Mnl Lock
L5811   C    970.45    0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Mnl Lck Ultra
L5812   C    752.21    0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Frct Swg & St
L5814   C    4440.30   0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Hydral Swg Ph
L5816   C    1131.64   0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Polyc Mch Sta
L5818   C    1277.84   0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Frct Swg & St
L5822   C    2265.94   0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Pneum Swg Frc
L5824   C    2040.61   0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Fluid Swing P
L5826   C    3757.16   0.00   0.00   0.00   XXX   1.25   Miniature Knee Joint
L5828   C    3757.64   0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Fluid Swg/Sta
L5830   C    2524.93   0.00   0.00   0.00   XXX   1.25   Endo Knee-Shin Pneum/Swg Pha
L5840   C    4510.07   0.00   0.00   0.00   XXX   1.25   Multi-Axial Knee/Shin System
L5845   C    2142.96   0.00   0.00   0.00   XXX   1.25   Knee-Shin Sys Stance Flexion
L5848   C    1285.65   0.00   0.00   0.00   XXX   1.25   Knee-Shin Sys Hydraul Stance
L5850   C    170.22    0.00   0.00   0.00   XXX   1.25   Endo Ak/Hip Knee Extens Assi
L5855   C    410.94    0.00   0.00   0.00   XXX   1.25   Mech Hip Extension Assist
L5856   C   28742.95   0.00   0.00   0.00   XXX   1.25   Elec Knee-Shin Swing/Stance
L5857   C   10225.89   0.00   0.00   0.00   XXX   1.25   Elec Knee-Shin Swing Only
L5858   C   22220.48   0.00   0.00   0.00   XXX   1.25   Stance Phase Only
L5859   C   17409.70   0.00   0.00   0.00   XXX   1.25   Knee-Shin Pro Flex/Ext Cont
L5910   C    481.92    0.00   0.00   0.00   XXX   1.25   Endo Below Knee Alignable Sy
L5920   C    706.03    0.00   0.00   0.00   XXX   1.25   Endo Ak/Hip Alignable System
L5925   C    447.10    0.00   0.00   0.00   XXX   1.25   Above Knee Manual Lock
L5930   C    4050.08   0.00   0.00   0.00   XXX   1.25   High Activity Knee Frame
L5940   C    667.46    0.00   0.00   0.00   XXX   1.25   Endo Bk Ultra-Light Material
L5950   C    1035.25   0.00   0.00   0.00   XXX   1.25   Endo Ak Ultra-Light Material
L5960   C    1282.79   0.00   0.00   0.00   XXX   1.25   Endo Hip Ultra-Light Materia
L5961   C    5694.45   0.00   0.00   0.00   XXX   1.25   Endo Poly Hip, Pneu/Hyd/Rot
L5962   C    782.14    0.00   0.00   0.00   XXX   1.25   Below Knee Flex Cover System
L5964   C    1246.17   0.00   0.00   0.00   XXX   1.25   Above Knee Flex Cover System
L5966   C    1587.93   0.00   0.00   0.00   XXX   1.25   Hip Flexible Cover System
L5968   C    4344.72    0.00   0.00   0.00   XXX   1.25   Multiaxial Ankle W Dorsiflex
